pdb_id,molecule_name,entry_uniprot_accession,experimental_method,title
5s3a,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with Z1562205518
5s4j,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with SF054
5rtu,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000000159056
5rux,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000002020050
5rw2,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z2737076969
5rx6,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z30620520
5ry7,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z1267773591
5rz7,"Band 4.1-like protein 3\, N-terminally processed",Q9Y2J2,X-ray diffraction,EPB41L3 PanDDA analysis group deposition -- Crystal Structure of the FERM domain of human EPB41L3 in complex with Z57472297
5s20,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with PB1827975385
5s3c,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with Z2856434937
5sbr,CD44 antigen,P15379,X-ray diffraction,CD44 PanDDA analysis group deposition -- The hyaluronan-binding domain of CD44 in complex with Z1259341012
5sc0,CD44 antigen,P15379,X-ray diffraction,CD44 PanDDA analysis group deposition -- The hyaluronan-binding domain of CD44 in complex with Z2856434899
5rsu,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000000002055
5rtr,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000018169763
5rut,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000000161958
5rvc,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000933940912
5rwm,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z136583524
5rxq,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z26548083
5rys,"Band 4.1-like protein 3\, N-terminally processed",Q9Y2J2,X-ray diffraction,EPB41L3 PanDDA analysis group deposition -- Crystal Structure of the FERM domain of human EPB41L3 in complex with Z1593306637
5s1q,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with EN300-17035
5s2z,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with Z126932614
5s3u,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with POB0041
5rpa,Proteinase K,P06873,X-ray diffraction,PanDDA analysis group deposition -- Proteinase K changed state model for fragment Frag Xtal Screen E3a
5ryh,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z1212984951
5rzl,"Band 4.1-like protein 3\, N-terminally processed",Q9Y2J2,X-ray diffraction,EPB41L3 PanDDA analysis group deposition -- Crystal Structure of the FERM domain of human EPB41L3 in complex with Z1492796719
5s2h,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with Z2856434920
5s3s,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with POB0103
5sa6,Uridylate-specific endoribonuclease nsp15,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 NendoU in complex with Z2856434783
5rx0,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z57258487
5rxv,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z45527714
5rz5,"Band 4.1-like protein 3\, N-terminally processed",Q9Y2J2,X-ray diffraction,EPB41L3 PanDDA analysis group deposition -- Crystal Structure of the FERM domain of human EPB41L3 in complex with Z2856434851
5s2i,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with Z57299529
5ryg,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z168883358
5rzo,"Band 4.1-like protein 3\, N-terminally processed",Q9Y2J2,X-ray diffraction,EPB41L3 PanDDA analysis group deposition -- Crystal Structure of the FERM domain of human EPB41L3 in complex with Z2856434925
5s2a,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with Z1263529624
5s3y,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with POB0012
5s2o,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with Z645232558
5s47,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with Z940713508
5rx2,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z1827898537
5rwo,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z2856434898
5rvv,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000020269197
5s3e,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with Z274553586
5rwg,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z17497990
5rxb,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z2856434821
5s8t,PH-interacting protein,Q8WWQ0,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of PHIP in complex with Z198194396 synthetic derivative
5s1g,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with EN300-108952
5s2w,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with Z1407672867
5s40,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with NCL-00023824
5s2l,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with Z2234920345
5sac,Uridylate-specific endoribonuclease nsp15,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 NendoU in complex with Z59181945
5s92,PH-interacting protein,Q8WWQ0,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of PHIP in complex with Z198194396 synthetic derivative
5sbw,CD44 antigen,P15379,X-ray diffraction,CD44 PanDDA analysis group deposition -- The hyaluronan-binding domain of CD44 in complex with Z2856434874
5s3z,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with POB0140
5s3n,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with Z287484230
5ryr,"Band 4.1-like protein 3\, N-terminally processed",Q9Y2J2,X-ray diffraction,EPB41L3 PanDDA analysis group deposition -- Crystal Structure of the FERM domain of human EPB41L3 in complex with Z104584152
5s2r,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with Z57292369
5s41,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with NCL-00023825
5rzu,"Band 4.1-like protein 3\, N-terminally processed",Q9Y2J2,X-ray diffraction,EPB41L3 PanDDA analysis group deposition -- Crystal Structure of the FERM domain of human EPB41L3 in complex with Z32400357
5ru4,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000001688638
5s3t,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with POB0128
5s2e,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with Z1152242726
5rt3,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000039281982
5sbm,CD44 antigen,P15379,X-ray diffraction,CD44 PanDDA analysis group deposition -- The hyaluronan-binding domain of CD44 in complex with Z1267885772
5s34,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with Z2856434941
5ry6,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z198194394
5rw6,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z2856434816
5rv5,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000008578948
5s97,PH-interacting protein,Q8WWQ0,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of PHIP in complex with Z198194396 synthetic derivative
5s2v,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with Z1186029914
5sc5,CD44 antigen,P15379,X-ray diffraction,CD44 PanDDA analysis group deposition -- The hyaluronan-binding domain of CD44 in complex with Z56827661
5rph,Proteinase K,P06873,X-ray diffraction,PanDDA analysis group deposition -- Proteinase K changed state model for fragment Frag Xtal Screen A11a
5rz1,"Band 4.1-like protein 3\, N-terminally processed",Q9Y2J2,X-ray diffraction,EPB41L3 PanDDA analysis group deposition -- Crystal Structure of the FERM domain of human EPB41L3 in complex with Z27682767
5s1k,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with EN300-105873
5s38,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with Z1745658474
5rsx,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000000388262
5ru1,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000000034687
5rv8,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000000039575
5rwe,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z2856434865
5rx5,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z2443429438
5ry1,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z2940170964
5ryv,"Band 4.1-like protein 3\, N-terminally processed",Q9Y2J2,X-ray diffraction,EPB41L3 PanDDA analysis group deposition -- Crystal Structure of the FERM domain of human EPB41L3 in complex with Z1373430305
5s18,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with EN300-321461
5s3k,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with Z219104216
5s8z,PH-interacting protein,Q8WWQ0,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of PHIP in complex with Z198194396 synthetic derivative
5sby,CD44 antigen,P15379,X-ray diffraction,CD44 PanDDA analysis group deposition -- The hyaluronan-binding domain of CD44 in complex with Z1878656559
5s71,Uridylate-specific endoribonuclease nsp15,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 NendoU in complex with FUZS-5
5s9c,PH-interacting protein,Q8WWQ0,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of PHIP in complex with Z198194396 synthetic derivative
5s4c,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with Z1954800348
5rz0,"Band 4.1-like protein 3\, N-terminally processed",Q9Y2J2,X-ray diffraction,EPB41L3 PanDDA analysis group deposition -- Crystal Structure of the FERM domain of human EPB41L3 in complex with Z1497321453
5sbu,CD44 antigen,P15379,X-ray diffraction,CD44 PanDDA analysis group deposition -- The hyaluronan-binding domain of CD44 in complex with Z839988838
5rso,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000000000226
5rts,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000000159004
5ruz,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000019685960
